
, , , GTD Score --------------------, , I.E., 24, 12, 22, 4, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , , B-I-I, 20, 11, 19, 5, 1, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , Investor, , , , 
, , , , , , , , , , , , , , , , , , Expect, , , , 
, , , Image Rating ----------, , Y11, 76, 84, 70, 68, 61, 0, 0, 0, 0, 0, 0, 0, 70, , , , 
, , , , , Y12, 80, 81, 70, 75, 64, 0, 0, 0, 0, 0, 0, 0, 72, , , , 
, , , , , Y13, 85, 76, 73, 84, 60, 0, 0, 0, 0, 0, 0, 0, 72, , , , 
, , , , , Y14, 93, 78, 71, 87, 53, 0, 0, 0, 0, 0, 0, 0, 75, , , , 
, , , , , Y15, 88, 79, 67, 76, 66, 0, 0, 0, 0, 0, 0, 0, 75, , , , 
, , , , , Y16, 86, 79, 73, 74, 55, 0, 0, 0, 0, 0, 0, 0, 77, , , , 
, , , , , Y17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, , , , 
, , , , , Y18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, , , , 
, , , , , Y19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, , , , 
, , , , , Y20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , 3-Yr Avg, 89, 79, 70, 79, 58, 0, 0, 0, 0, 0, 0, 0, 76, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Yx Score ------------------, , I.E., 21, 20, 19, 19, 14, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , , B-I-I, 20, 18, 17, 17, 13, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , GTD Score --------------------, , I.E., 22, 20, 18, 20, 15, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , , B-I-I, 20, 18, 16, 18, 13, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, CSRC----------, Industry ----------------------, , $000s -------, High, 17674, 12394, 8947, 19300, 7787, 7886, 0, 0, 0, 0, , , , , , , 
,   Data,   Expenditures, , , Average, 9949, 5197, 4299, 7984, 4291, 4376, 0, 0, 0, 0, , , , , , , 
, , , , , Low, 863, 1000, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , 
, , , , $/Unit --------, High, 2.39, 1.37, 0.91, 1.65, 0.69, 0.68, 0, 0, 0, 0, , , , , , , 
, , , , , Average, 1.26, 0.6, 0.41, 0.67, 0.37, 0.35, 0, 0, 0, 0, , , , , , , 
, , , , , Low, 0.09, 0.13, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , Image Rating Points --------------------, , , High, 6, 9, 12, 15, 17, 17, 0, 0, 0, 0, , , , , , , 
, ,   Generated, , , Average, 2.8, 4.6, 5.8, 7.8, 9.4, 9.8, 0, 0, 0, 0, , , , , , , 
, , , , , Low, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , CSRC Award --------------------------------, , , Winner, 1, 1, 4, 2, 1, 1, 0, 0, 0, 0, , , , , , , 
, , , , , 2nd Place, 4, 4, 1, 4, 4, 4, 0, 0, 0, 0, , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
PAGE 3b, Bull's Eye Award ---------, , Revenues-------------------, , Forecast, 1028224, 1253723, 974660, 773398, 821788, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , ,   ($000s), , Actual, 952976, 1097064, 856599, 655004, 704602, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , , % Var, -0.073, -0.125, -0.121, -0.153, -0.143, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , EPS -----------------------------, , Forecast, 8.84417, 12.89586, 8.49883, 5.00672, 2.57415, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , ,   ($/share), , Actual, 7.19, 9.36, 6.38, 2.54, 0.58, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , , % Var, -0.187, -0.274, -0.249, -0.493, -0.775, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Image Rating --------------, , Forecast, 89, 85, 78, 77, 62, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , , Actual, 86, 79, 73, 74, 55, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , , Point Var, -3, -6, -5, -3, -7, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Current-Year Award Winner, , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , Cumulative Awards, , , 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , Trends ------, Industry Variance -------, , High, 0.014, -0.029, 0.037, 0.06, 0.643, -0.098, 0, 0, 0, 0, , , , , , , 
, , , , , Average, -0.076, -0.099, -0.012, -0.084, 0.018, -0.194, 0, 0, 0, 0, , , , , , , 
, , , , , Low, -0.195, -0.257, -0.074, -0.196, -0.343, -0.347, 0, 0, 0, 0, , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Company Variances --, , A, -0.004, -0.034, -0.019, 0.06, 0.022, -0.098, 0, 0, 0, 0, , , , , , , 
, , , , , B, -0.028, -0.09, -0.021, -0.098, -0.03, -0.157, 0, 0, 0, 0, , , , , , , 
, , , , , C, -0.019, -0.069, 0.015, -0.1, -0.236, -0.145, 0, 0, 0, 0, , , , , , , 
, , , , , D, -0.147, -0.048, 0.016, -0.097, -0.3, -0.228, 0, 0, 0, 0, , , , , , , 
, , , , , E, -0.181, -0.257, -0.051, -0.186, 0.634, -0.344, 0, 0, 0, 0, , , , , , , 
, , , , , F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , 
, , , , , G, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , 
, , , , , H, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , 
, , , , , I, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , 
, , , , , J, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , 
, , , , , K, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , 
, , , , , L, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Leap Frog Award --------------------------, , , Year 11 Score, , 96, 106, 92, 68, 101, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , ,   Award Winner, , 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , ∆ from Y11, , -22, 2, -4, 15, -71, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , Year 12 Score, , 74, 108, 88, 83, 30, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , ,   Award Winner, , 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , ∆ from Y12, , 10, -10, 19, -14, -4, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , Year 13 Score, , 84, 98, 107, 69, 26, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , ,   Award Winner, , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , ∆ from Y13, , 25, 7, -4, -4, 6, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , Year 14 Score, , 109, 105, 103, 65, 32, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , ,   Award Winner, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , ∆ from Y14, , -8, 0, -25, -38, -12, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , Year 15 Score, , 101, 105, 78, 27, 20, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , ,   Award Winner, , 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , ∆ from Y15, , -10, -8, 3, 12, -1, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , Year 16 Score, , 91, 97, 81, 39, 19, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , ,   Award Winner, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , ∆ from Y16, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , Year 17 Score, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , ,   Award Winner, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , ∆ from Y17, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , Year 18 Score, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , ,   Award Winner, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , ∆ from Y18, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , Year 19 Score, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , ,   Award Winner, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , ∆ from Y19, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , Year 20 Score, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Cumulative Awards, , , 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , Standard, Superior, , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
PAGE 4, Materials Prices, , Base Prices for Materials, , , 6, 12, , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Price ---------, Materials Usage, , -0.08, 0.67, , , , , , , , , , , , , , , 
, , ,   Adjust, Facilities Utilization, , 0, 0, , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Materials Prices in Current Year, , , 5.92, 12.67, , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Note, , , High industry-wide superior materials usage (42.8%) lead to superior materials prices that were 5.6% above the base and standard materials prices that were 1.4% below the base.  Industry-wide utilization of production capability (107.6%) had no impact on materials prices., El alto uso de materiales superiores (42.8%) condujo a precios superiores que estaban un 5.6% por encima de la base y precios estándar que estaban un 1.4% por debajo de la base.  La utilización de la capacidad de producción (107.6%) no tuvo ningún impacto en los precios de los materiales., , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , N.A., E-A, A-P, L.A., Total, , Notes, , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Footwear, , Superior Materials Usage, , , 0.433, 0.251, 0.434, 0.431, 0.428, , % usage up 3.3 points from Year 15., % aumentó 3.3 puntos desde el Año 15., , , , , , , , , 
,   Production, , Utilization of Prod Capability, , , 1.087, 1.015, 1.083, 1.029, 1.076, , % usage up 3.9 points from Year 15., % aumentó 3.9 puntos desde el Año 15., , , , , , , , , 
,   and Sales, , , , , , , , , , , , , , , , , , , , , 
, , Branded, Pairs Available for Sale, , , 25836, 20597, 19229, 19674, 85336, , 48.2% higher than Year 16 demand., 48.2% superior a la demanda del A16, , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Footwear Demand -----, , Forecast, 16636, 14672, 13324, 12900, 57532, , From page 4 of FIR for Year 15., De la página 4 de FIR para el A15., , , , , , , , , 
, , , , , Actual, 16520, 14545, 13350, 13175, 57590, , Actual branded demand was about equal to forecast branded demand., La demanda real de marcas fue aproximadamente igual a la prevista., , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Branded Pairs Sold, , , 16521, 14547, 13351, 13175, 57594, , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , No. of Companies out of stock, , , 0, 1, 0, 0, , , Extent to which orders for branded pairs went unfilled due to inventory shortages at one or more companies., Pedidos de pares de marca que no se cumplieron debido a escasez de inventario en una o más empresas., , , , , , , , , 
, , , Unfilled Orders, , , 0, 0, 0, 0, 0, , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
